Combination,Count
"('INSTRUMENT CLUSTER', 'RADIO')",21
"('A/C COMPRESSOR', 'FENDER CAR')",21
"('TRANSMISSION ANY', 'STARTER')",21
"('A/C COMPRESSOR', 'STRUT AND SPRING')",21
"('RADIO', 'TAIL LIGHT EACH')",21
"('A/C CONDENSER', 'AC HOSE (DOUBLE)')",21
"('SEAT BUCKET MANUAL', 'TAIL LIGHT EACH')",21
"('SWITCH COMBO', 'MOLDING EXTERIOR(19 PER INCH)')",21
"('PARK/TURNLAMP ASSY', 'TRIM/ FLARES')",21
"('FUSE BOX (BARE)', 'COMPUTER BRAIN BOX')",21
"('SPEAKER TWEETER', 'SPEAKER ANY')",20
"('SPEAKER TWEETER', 'MISC.')",20
"('BELT TENSIONER', 'FAN BELT')",20
"('EXTRA SMALL CNTRL M', 'SEAT BELT (EACH)')",20
"('JACK ANY', 'SPARE TIRE')",20
"('HOOD', 'GATE FEE')",20
"('INSTRUMENT CLUSTER', 'AC CONTROL (ELEC.)')",20
"('BUMPER  STEEL', 'FAN SHROUD')",20
"('TIRE 13-16', 'SEAT BUCKET MANUAL')",20
"('HOSE(.15 PER INCH)', 'HEADLAMP COMPOSITE')",20
"('RADIATOR SUPPORT BARE', 'BUMPER FILLER')",20
"('RADIATOR SUPPORT BARE', 'TAIL LIGHT EACH')",20
"('POWER MIRROR -DOOR', 'STRUT AND SPRING')",20
"('DOOR CAR', 'SEAT BENCH')",20
"('DOOR CAR', 'KNUCKLE/ SPINDLE')",20
"('MOLDING ANY', 'SUN VISOR')",20
"('STARTER', 'MOLDING EXTERIOR(19 PER INCH)')",20
"('DOOR CAR', 'TIRE 13-16')",20
"('BRAKE CALIPER BIG', 'C-V AXLE FRONT  DRIVE')",20
"('DOOR HANDLE OUTSIDE', 'MOLDING ANY')",20
"('MOLDING EXTERIOR(19 PER INCH)', 'CUP HOLDER')",20
"('WHEEL ALUMINUM', 'MOLDING EXTERIOR(19 PER INCH)')",20
"('RADIO BEZEL', 'MOLDING EXTERIOR(19 PER INCH)')",20
"('WEATHER STRIPPING (.79 PER FT.)', 'TAIL LIGHT EACH')",20
"('BUMPER  STEEL', 'SUN VISOR')",20
"('BUMPER  STEEL', 'KNUCKLE/ SPINDLE')",20
"('FAN BLADE', 'FAN SHROUD')",20
"('HOOD', 'AIR BAG (EACH)')",20
"('BUMPER  STEEL', 'FLOOR MAT/SPARE TIRE COVER')",20
"('BRACKET ANY', 'FAN ELECTRIC')",20
"('DOOR CAR', 'GATE FEE')",20
"('WHEEL ALUMINUM', 'STRUT AND SPRING')",20
"('CONTROL ARM', 'TIE ROD EACH')",20
"('MOLDING EXTERIOR(19 PER INCH)', 'SWITCH SINGLE')",19
"('MOLDING EXTERIOR(19 PER INCH)', 'CONTROL ARM')",19
"('INSTRUMENT CLUSTER', 'SEAT BUCKET MANUAL')",19
"('CONTROL MODULE', 'FUSE BOX (BARE)')",19
"('HEAD (NO CAM)', 'CAM SHAFT')",19
"('SPEAKER TWEETER', 'RADIO AMP')",19
"('INTERIOR DOOR PANEL', 'CONSOLE (ANY)')",19
"('POWER MIRROR -DOOR', 'WINDOW MOTOR')",19
"('ALTERNATOR', 'RADIATOR')",19
"('DOOR CAR', 'TRIM/ FLARES')",19
"('POWER MIRROR -DOOR', 'TRIM/ FLARES')",19
"('RADIATOR BOTTLE', 'FAN ELECTRIC')",19
"('INNER FENDER', 'BRACKET ANY')",19
"('WINDOW REGULATOR', 'DOOR HANDLE OUTSIDE')",19
"('INNER FENDER', 'TIRE 13-16')",19
"('ALTERNATOR', 'FAN ELECTRIC')",19
"('HOOD', 'MISC.')",19
"('TRAILER HITCH RECEIVER', 'BUMPER  STEEL')",19
"('COIL', 'SPARK PLUG/WIRE')",19
"('A/C CONDENSER', 'HORN')",19
"('GRILL ANY', 'BUMPER FILLER')",19
"('COIL', 'MOLDING EXTERIOR(19 PER INCH)')",19
"('AIR BAG (EACH)', 'RADIATOR')",19
"('FAN ELECTRIC (DUAL)', 'FENDER CAR')",19
"('TRIM/ FLARES', 'INSTRUMENT CLUSTER BEZEL')",19
"('BRACKET ANY', 'A/C COMPRESSOR')",19
"('MOLDING EXTERIOR(19 PER INCH)', 'HORN')",19
"('GRILL LARGE', 'HEADLAMP COMPOSITE')",19
"('HOSE(.15 PER INCH)', 'THROTTLE BODY')",19
"('GATE FEE', 'TAIL LIGHT EACH')",19
"('MOLDING EXTERIOR(19 PER INCH)', 'AIR FILTER')",19
"('HEADLAMP COMPOSITE', 'HORN')",19
"('POWER MIRROR -DOOR', 'TIRE 13-16')",18
"('GAS/OIL CAP', 'MOLDING EXTERIOR(19 PER INCH)')",18
"('BUMPER  STEEL', 'DOOR PANEL COMPLETE')",18
"('TRUCK BED BARE', 'TAIL LIGHT EACH')",18
"('HOOD', 'A/C COMPRESSOR')",18
"('FENDER CAR', 'HORN')",18
"('A/C CONDENSER', 'AC HOSE (SINGLE)')",18
"('AIR CLEANER HOUSING', 'HEADLAMP COMPOSITE')",18
"('SWITCH COMBO', 'SWITCH SINGLE')",18
"('INNER FENDER', 'A/C COMPRESSOR')",18
"('FAN SHROUD', 'HEADLAMP COMPOSITE')",18
"('MOLDING EXTERIOR(19 PER INCH)', 'THROTTLE BODY')",18
"('MOLDING EXTERIOR(19 PER INCH)', 'MOLDING ANY')",18
"('TRIM/ FLARES', 'RADIATOR')",18
"('TRIM/ FLARES', 'BUMPER REINFORCEMENT')",18
"('INSTRUMENT CLUSTER', 'DOOR PANEL COMPLETE')",18
"('STARTER', 'MISC.')",18
"('INSTRUMENT CLUSTER', 'POWER MIRROR -DOOR')",18
"('BATTERY (USED)', 'RADIO')",18
"('DOOR CAR', 'BRACKET ANY')",18
"('WHEEL ALUMINUM', 'FENDER CAR')",18
"('STRUT AND SPRING', 'WHEEL STEEL')",18
"('STEERING COLUMN', 'AIR BAG (EACH)')",18
"('DOOR CAR', 'MOLDING ANY')",18
"('FUSE BOX (BARE)', 'SEAT BELT (EACH)')",18
"('RADIO', 'RADIO FACE')",18
"('DOOR HANDLE OUTSIDE', 'POWER MIRROR -DOOR')",18
"('MISC.', 'VENT (INTERIOR)')",18
"('TAIL LIGHT EACH', 'CONSOLE LID')",18
"('CONTROL MODULE', 'WINDOW MOTOR')",18
"('INSTRUMENT CLUSTER', 'MISC.')",18
"('INNER FENDER', 'FLOOR MAT/SPARE TIRE COVER')",18
"('HOSE(.15 PER INCH)', 'FAN BELT')",18
"('LATCH', 'BUMPER REINFORCEMENT')",18
"('MOLDING ANY', 'SEAT BUCKET MANUAL')",18
"('ALTERNATOR', 'HEADLAMP COMPOSITE')",18
"('CD PLAYER', 'AC CONTROL (ELEC.)')",17
"('TRIM/ FLARES', 'FLOOR MAT/SPARE TIRE COVER')",17
"('GLOVE BOX DOOR', 'CONSOLE (ANY)')",17
"('RUNNING BOARD', 'MOLDING EXTERIOR(19 PER INCH)')",17
"('HOOD', 'TIRE 13-16')",17
"('BRAKE ROTOR', 'C-V AXLE FRONT  DRIVE')",17
"('C-V AXLE FRONT  DRIVE', 'HEADLAMP COMPOSITE')",17
"('A/C CONDENSER', 'DOOR CAR')",17
"('TAIL LIGHT EACH', 'SPOILER')",17
"('GATE FEE', 'WINDOW MOTOR')",17
"('MOLDING ANY', 'GRILL ANY')",17
"('A/C CONDENSER', 'BUMPER PLASTIC')",17
"('BRAKE CALIPER S', 'BRAKE ROTOR')",17
"('POWER STEERING PUMP', 'RADIATOR')",17
"('GATE FEE', 'A/C COMPRESSOR')",17
"('POWER MIRROR -DOOR', 'WHEEL ALUMINUM')",17
"('RACK AND PINION MANUAL', 'STRUT AND SPRING')",17
"('SHOCK', 'HUB BEARING')",17
"('BRAKE SHOE/PAD (EACH)', 'BRAKE CALIPER BIG')",17
"('AIR CLEANER HOUSING', 'BRACKET ANY')",17
"('HEADERPANEL BARE', 'FENDER CAR')",17
"('MOLDING EXTERIOR(19 PER INCH)', 'CONSOLE LID')",17
"('A/C CONDENSER', 'BUMPER FILLER')",17
"('A/C COMPRESSOR', 'THROTTLE BODY')",17
"('MOLDING EXTERIOR(19 PER INCH)', 'C-V AXLE FRONT  DRIVE')",17
"('BATTERY (USED)', 'TIRE 13-16')",17
"('WIPES REGULATOR', 'WIPER MOTOR')",17
"('BUMPER PLASTIC', 'GRILL LARGE')",17
"('HOOD', 'HUB BEARING')",17
"('DOOR HANDLE OUTSIDE', 'TAIL LIGHT EACH')",17
"('COIL SPRING', 'SHOCK')",17
"('BUMPER PLASTIC', 'TRUNK LID NO LIGHTS')",17
"('OIL COOLER', 'HEADLAMP COMPOSITE')",17
"('AC CONTROL (ELEC.)', 'MISC.')",17
"('WINDOW MOTOR', 'HEADLAMP COMPOSITE')",17
"('KNUCKLE/ SPINDLE', 'HEADLAMP COMPOSITE')",17
"('MISC.', 'HUB BEARING')",17
"('CONTROL ARM', 'RADIATOR')",17
"('CONTROL ARM', 'TIE ROD END')",17
"('DOOR PANEL COMPLETE', 'INSTRUMENT CLUSTER BEZEL')",17
"('A/C COMPRESSOR', 'WASHER BOTTLE')",17
"('CONTROL MODULE', 'COMPUTER BRAIN BOX')",17
"('EXTRA SMALL CNTRL M', 'FUSE BOX W/ RELAYS')",17
"('FOG LAMP', 'TRIM/ FLARES')",17
"('RADIATOR SUPPORT BARE', 'AIR CLEANER HOUSING')",17
"('ALTERNATOR', 'FENDER CAR')",17
"('HOSE(.15 PER INCH)', 'COIL')",17
"('MOLDING EXTERIOR(19 PER INCH)', 'STEERING WHEEL COVER')",17
"('WATER PUMP', 'FAN CLUTCH')",17
"('MOLDING ANY', 'CONTROL ARM')",17
"('INNER FENDER', 'C-V AXLE FRONT  DRIVE')",17
"('ALTERNATOR', 'MOLDING EXTERIOR(19 PER INCH)')",17
"('WHEEL ALUMINUM', 'HEADLAMP COMPOSITE')",17
"('DOOR CAR', 'RADIATOR SUPPORT BARE')",17
"('BUMPER FILLER', 'TAIL LIGHT EACH')",17
"('WINDOW MOTOR', 'FENDER CAR')",17
"('HOOD TRUCK', 'FENDER TRUCK')",17
"('A/C CONDENSER', 'AIR BAG (EACH)')",17
"('TRIM/ FLARES', 'SEAT BUCKET MANUAL')",17
"('BUMPER FILLER', 'RADIATOR')",17
"('PARK/TURNLAMP ASSY', 'TRUNK LID NO LIGHTS')",17
"('FOG LAMP', 'MISC.')",16
"('SEAT SECTION (BENCH)', 'SEAT BUCKET MANUAL')",16
"('HUB BEARING', 'RADIATOR')",16
"('TRIM/ FLARES', 'MOLDING ANY')",16
"('RADIATOR SUPPORT BARE', 'BRACKET ANY')",16
"('WINDOW REGULATOR', 'FENDER CAR')",16
"('GRILL SMALL', 'TRIM/ FLARES')",16
"('TRANSMISSION ANY', 'POWER STEERING PUMP')",16
"('TIRE (AS-IS) 17', 'WHEEL STEEL')",16
"('TRIM/ FLARES', 'MISC.')",16
"('JACK ANY', 'MISC.')",16
"('FUSE BOX (BARE)', 'MISC.')",16
"('SEAT BENCH', 'TAIL LIGHT EACH')",16
"('SEAT BENCH', 'MOLDING EXTERIOR(19 PER INCH)')",16
"('POWER MIRROR -DOOR', 'SEAT BUCKET MANUAL')",16
"('CONTROL ARM', 'WHEEL STEEL')",16
"('THROTTLE BODY', 'MISC.')",16
"('MISC.', 'A/C SUITCASE HOUSING')",16
"('DOOR PANEL COMPLETE', 'TRIM/ FLARES')",16
"('POWER MIRROR -DOOR', 'RADIATOR')",16
"('GRILL SMALL', 'FAN ELECTRIC')",16
"('EXTRA SMALL CNTRL M', 'COMPUTER BRAIN BOX')",16
"('LIFT SUPPORT', 'MOLDING EXTERIOR(19 PER INCH)')",16
"('MOLDING EXTERIOR(19 PER INCH)', 'ARM REST')",16
"('POWER STEERING PUMP', 'FENDER CAR')",16
"('WINDOW REGULATOR', 'MOLDING ANY')",16
"('BUMPER  STEEL', 'HEADERPANEL BARE')",16
"('HUB CAP/WHEEL COVER', 'RADIO')",16
"('BUMPER  STEEL', 'POWER STEERING PUMP')",16
"('SPEAKER TWEETER', 'MOLDING ANY')",16
"('SHOCK', 'MISC.')",16
"('TRUNK LID NO LIGHTS', 'BUMPER REINFORCEMENT')",16
"('RADIATOR SUPPORT BARE', 'MOLDING EXTERIOR(19 PER INCH)')",16
"('DISTRIBUTOR CAP/NO MODULE', 'DISTRIBUTOR')",16
"('BUMPER  STEEL', 'FAN ELECTRIC (DUAL)')",16
"('BUMPER PLASTIC', 'PARK/TURNLAMP ASSY')",16
"('INSTRUMENT CLUSTER BEZEL', 'SEAT BUCKET MANUAL')",16
"('MOLDING EXTERIOR(19 PER INCH)', 'WHEEL STEEL')",16
"('SEAT BUCKET ELECTRICAL', 'SEAT BUCKET MANUAL')",16
"('INSTRUMENT CLUSTER BEZEL', 'MISC.')",16
"('IGNITION SWITCH', 'STEERING COLUMN COVER')",16
"('DOOR HANDLE OUTSIDE', 'WINDOW MOTOR')",16
"('DOOR CAR', 'WHEEL ALUMINUM')",16
"('TIRE 13-16', 'TRIM/ FLARES')",16
"('DOOR CAR', 'A/C COMPRESSOR')",16
"('DOOR HANDLE OUTSIDE', 'INTERIOR DOOR  HANDLE')",16
"('STARTER', 'TAIL LIGHT EACH')",16
"('BRAKE CALIPER BIG', 'KNUCKLE/ SPINDLE')",16
"('SPEAKER BOX', 'SPEAKER ANY')",16
"('BRAKE CALIPER S', 'CONTROL ARM')",16
"('GLOVE BOX DOOR', 'TRIM/ FLARES')",16
"('C-V AXLE FRONT  DRIVE', 'TAIL LIGHT EACH')",16
"('FENDER CAR', 'FLOOR MAT/SPARE TIRE COVER')",16
"('AIR BREATHER TUBE', 'RADIATOR')",16
"('POWER MIRROR -DOOR', 'RADIO')",16
"('CONSOLE (ANY)', 'MOLDING ANY')",16
"('GRILL ANY', 'SEAT BUCKET MANUAL')",16
"('A/C CONDENSER', 'AIR CLEANER HOUSING')",16
"('FENDER CAR', 'FAN SHROUD')",16
"('BUMPER  STEEL', 'HATCH COMPLETE')",16
"('BUMPER  STEEL', 'RADIO')",16
"('TIRE 13-16', 'C-V AXLE FRONT  DRIVE')",16
"('RELAY (EACH)', 'COMPUTER BRAIN BOX')",16
"('MOLDING ANY', 'RADIO')",16
"('HUB BEARING', 'HEADLAMP COMPOSITE')",16
"('INNER FENDER', 'HUB BEARING')",16
"('INNER FENDER', 'SEAT BUCKET MANUAL')",16
"('STARTER', 'FENDER CAR')",16
"('BUMPER  STEEL', 'HATCH NO GLASS')",16
"('AIR BAG (EACH)', 'TAIL LIGHT EACH')",16
"('POWER STEERING PUMP', 'MOLDING EXTERIOR(19 PER INCH)')",16
"('HEADLAMP SWITCH', 'MOLDING EXTERIOR(19 PER INCH)')",16
"('GATE FEE', 'RADIATOR')",15
"('RADIATOR SUPPORT BARE', 'GRILL SMALL')",15
"('HUB BEARING', 'TAIL LIGHT EACH')",15
"('BUMPER  STEEL', 'ALTERNATOR')",15
"('BUMPER  STEEL', 'WINDOW REGULATOR')",15
"('BRAKE CALIPER BIG', 'STRUT AND SPRING')",15
"('MOLDING EXTERIOR(19 PER INCH)', 'CARPET')",15
"('GRILL ANY', 'WASHER BOTTLE')",15
"('TIRE 13-16', 'RADIATOR')",15
"('FENDER CAR', 'A/C SUITCASE HOUSING')",15
"('DOOR CAR', 'FLOOR MAT/SPARE TIRE COVER')",15
"('BUMPER  STEEL', 'SHOCK')",15
"('COIL', 'SENSOR ANY')",15
"('TIRE 17-19', 'WHEEL ALUMINUM')",15
"('HOOD', 'PARK/TURNLAMP ASSY')",15
"('HEAD LINER', 'MOLDING EXTERIOR(19 PER INCH)')",15
"('POWER STEERING PUMP', 'HEADLAMP COMPOSITE')",15
"('POWER MIRROR -DOOR', 'PARK/TURNLAMP ASSY')",15
"('RADIATOR BOTTLE', 'MOLDING EXTERIOR(19 PER INCH)')",15
"('BRAKE SHOE/PAD (EACH)', 'BRAKE ROTOR')",15
"('BRAKE ABS CONTROLLER', 'COMPUTER BRAIN BOX')",15
"('GLOVE BOX DOOR', 'CONSOLE LID')",15
"('POWER MIRROR -DOOR', 'VENT (INTERIOR)')",15
"('DOOR CAR', 'HUB BEARING')",15
"('DOOR CAR', 'C-V AXLE FRONT  DRIVE')",15
"('CORNER LIGHT', 'HEADLAMP COMPOSITE')",15
"('DOOR PANEL COMPLETE', 'SEAT BENCH')",15
"('DOOR PANEL COMPLETE', 'CONSOLE (ANY)')",15
"('BUMPER  STEEL', 'CARPET')",15
"('WHEEL STEEL', 'TAIL LIGHT EACH')",15
"('DOOR HANDLE OUTSIDE', 'HEADLAMP COMPOSITE')",15
"('GLOVE BOX DOOR', 'MOLDING ANY')",15
"('TRIM/ FLARES', 'CONSOLE LID')",15
"('A/C COMPRESSOR', 'SUN VISOR')",15
"('MOLDING EXTERIOR(19 PER INCH)', 'SHOCK')",15
"('MOUNT ENGINE TRANSMISSION', 'STRUT AND SPRING')",15
"('MOUNT ENGINE TRANSMISSION', 'CONTROL ARM')",15
"('BUMPER PLASTIC', 'BUMPER FILLER')",15
"('RADIATOR BOTTLE', 'WASHER PUMP')",15
"('BRAKE CALIPER S', 'HUB BEARING')",15
"('LATCH', 'WINDOW MOTOR')",15
"('BATTERY (USED)', 'MISC.')",15
"('MOLDING EXTERIOR(19 PER INCH)', 'FUEL PUMP')",15
"('SUN VISOR', 'MISC.')",15
"('DOOR PANEL COMPLETE', 'POWER MIRROR -DOOR')",15
"('INSTRUMENT CLUSTER', 'SUN VISOR')",15
"('INTERIOR DOOR PANEL', 'SEAT BENCH')",15
"('BUMPER  STEEL', 'AIR CLEANER HOUSING')",15
"('MISC.', 'FAN ELECTRIC')",15
"('MOLDING EXTERIOR(19 PER INCH)', 'DOOR GLASS')",15
"('A/C COMPRESSOR', 'CONTROL ARM')",15
"('POWER MIRROR -DOOR', 'THROTTLE BODY')",15
"('PULLEY BARE', 'BRACKET ANY')",15
"('POWER MIRROR -DOOR', 'WASHER BOTTLE')",15
"('HATCH NO GLASS', 'TAIL LIGHT EACH')",15
"('DOME LIGHT LIGHT', 'MOLDING EXTERIOR(19 PER INCH)')",15
"('GLASS HATCH', 'HATCH NO GLASS')",15
"('TIRE 13-16', 'FLOOR MAT/SPARE TIRE COVER')",15
"('TIRE 13-16', 'RADIO')",15
"('MOLDING ANY', 'CARPET')",15
"('INNER FENDER', 'BUMPER FILLER')",15
"('WHEEL ALUMINUM', 'CONTROL ARM')",15
"('HOSE(.15 PER INCH)', 'FAN ELECTRIC')",15
"('INSTRUMENT CLUSTER', 'FLOOR MAT/SPARE TIRE COVER')",15
"('TRANSMISSION ANY', 'TAIL LIGHT EACH')",15
"('GRILL SMALL', 'MOLDING ANY')",15
"('RADIO', 'VENT (INTERIOR)')",15
"('GRILL SMALL', 'MOLDING EXTERIOR(19 PER INCH)')",15
"('RADIO', 'FLOOR MAT/SPARE TIRE COVER')",15
"('CD PLAYER', 'MOLDING EXTERIOR(19 PER INCH)')",15
"('BUMPER  STEEL', 'DOOR HANDLE OUTSIDE')",15
"('RADIATOR', 'HORN')",15
"('RADIATOR SUPPORT BARE', 'FAN SHROUD')",15
"('GATE FEE', 'INNER FENDER')",15
"('MISC.', 'CONSOLE LID')",15
"('SHOCK', 'TAIL LIGHT EACH')",15
"('JACK ANY', 'FLOOR MAT/SPARE TIRE COVER')",15
"('SPEAKER TWEETER', 'TAIL LIGHT EACH')",15
"('WINDOW REGULATOR', 'MISC.')",15
"('HUB CAP/WHEEL COVER', 'RADIATOR')",15
"('PARK/TURNLAMP ASSY', 'MOLDING ANY')",15
"('BUMPER  STEEL', 'RUNNING BOARD')",15
"('SWAY BAR', 'CONTROL ARM')",14
"('HOSE(.15 PER INCH)', 'AIR BREATHER TUBE')",14
"('SPEAKER TWEETER', 'TIRE 13-16')",14
"('INNER FENDER', 'HORN')",14
"('INNER FENDER', 'KNUCKLE/ SPINDLE')",14
"('WINDOW REGULATOR', 'STRUT AND SPRING')",14
"('JACK ANY', 'FENDER CAR')",14
"('ALTERNATOR', 'WINDOW REGULATOR')",14
"('POWER MIRROR -DOOR', 'CONTROL ARM')",14
"('SUN VISOR', 'RADIATOR')",14
"('BUMPER  STEEL', 'SEAT BENCH')",14
"('TAIL LIGHT EACH', 'FAN ELECTRIC')",14
"('DOOR CAR', 'WHEEL STEEL')",14
"('SUN VISOR', 'FLOOR MAT/SPARE TIRE COVER')",14
"('DOME LIGHT LIGHT', 'MISC.')",14
"('TIRE 13-16', 'SPARE TIRE')",14
"('FENDER CAR', 'SPINDLE /KNUCKLE')",14
"('HOOD', 'LIFT SUPPORT')",14
"('TIRE 13-16', 'A/C COMPRESSOR')",14
"('AIR CLEANER LID', 'AIR FILTER')",14
"('A/C CONDENSER', 'A/C SUITCASE HOUSING')",14
"('CONSOLE (ANY)', 'CARPET')",14
"('RADIO BEZEL', 'RADIO')",14
"('RADIO BEZEL', 'TRIM/ FLARES')",14
"('POWER STEERING PUMP', 'WASHER BOTTLE')",14
"('AIR BAG (EACH)', 'GRILL ANY')",14
"('STRUT AND SPRING', 'MISC.')",14
"('FENDER CAR', 'SUN VISOR')",14
"('AIR BREATHER TUBE', 'BRACKET ANY')",14
"('BRACKET ANY', 'MISC.')",14
"('OIL COOLER', 'BRACKET ANY')",14
"('STRUT AND SPRING', 'SUN VISOR')",14
"('GLOVE BOX DOOR', 'HEADLAMP COMPOSITE')",14
"('DOOR HANDLE OUTSIDE', 'MISC.')",14
"('BUMPER PLASTIC', 'RADIATOR SUPPORT BARE')",14
"('WHEEL STEEL', 'HEADLAMP COMPOSITE')",14
"('CONTROL ARM', 'BUMPER REINFORCEMENT')",14
"('FLOOR MAT/SPARE TIRE COVER', 'SEAT BUCKET MANUAL')",14
"('STARTER', 'RADIATOR')",14
"('RADIATOR BOTTLE', 'TRIM/ FLARES')",14
"('INSTRUMENT CLUSTER', 'STEERING WHEEL')",14
"('HOOD', 'HORN')",14
"('HOOD', 'C-V AXLE FRONT  DRIVE')",14
"('BRAKE POWER/HYDRO BOOSTER', 'OVERFLOW BOTTLE')",14
"('A/C CONDENSER', 'STRUT AND SPRING')",14
"('ALTERNATOR', 'MISC.')",14
"('LATCH', 'FAN ELECTRIC')",14
"('LATCH', 'TAIL LIGHT EACH')",14
"('AC CONTROL (ELEC.)', 'TAIL LIGHT EACH')",14
"('INSTRUMENT CLUSTER', 'A/C COMPRESSOR')",14
"('INSTRUMENT CLUSTER', 'TIRE 13-16')",14
"('INSTRUMENT CLUSTER', 'MOLDING ANY')",14
"('INSTRUMENT CLUSTER', 'STRUT AND SPRING')",14
"('MOLDING EXTERIOR(19 PER INCH)', 'MISC.')",14
"('MISC.', 'WHEEL STEEL')",14
"('A/C CONDENSER', 'CONTROL ARM')",14
"('HOSE(.15 PER INCH)', 'TAIL LIGHT EACH')",14
"('DOOR GLASS', 'TAIL LIGHT EACH')",14
"('HOSE(.15 PER INCH)', 'FLOOR MAT/SPARE TIRE COVER')",14
"('AIR FLOW METER', 'THROTTLE BODY')",14
"('A/C COMPRESSOR', 'A/C SUITCASE HOUSING')",14
"('TRANSMISSION 6&8 CYL', 'DIESEL')",14
"('GATE FEE', 'COMPUTER BRAIN BOX')",14
"('SEAT BENCH', 'HEADLAMP COMPOSITE')",14
"('ALTERNATOR', 'BRACKET ANY')",14
"('GLOVE BOX DOOR', 'BUMPER  STEEL')",14
"('MIRROR INTERIOR MANUAL', 'MISC.')",14
"('ALTERNATOR', 'MOLDING ANY')",14
"('POWER STEERING PUMP', 'RACK AND PINION MANUAL')",14
"('AIR BAG (EACH)', 'FAN ELECTRIC')",14
"('RADIATOR BOTTLE', 'TAIL LIGHT EACH')",14
"('FUEL TANK SENDING UNIT W/PUMP', 'FUEL PUMP')",14
"('WEATHER STRIPPING (.79 PER FT.)', 'SUN VISOR')",14
"('TAIL LIGHT EACH', 'COMPUTER BRAIN BOX')",14
"('BRACKET ANY', 'GRILL ANY')",14
"('WHEEL ALUMINUM', 'RADIATOR')",14
"('HUB CAP/WHEEL COVER', 'SPEAKER TWEETER')",14
"('HEATER BLOWER MOTOR', 'A/C COMPRESSOR')",14
"('HOOD', 'ALTERNATOR')",13
"('HEATER BLOWER MOTOR', 'MOLDING EXTERIOR(19 PER INCH)')",13
"('DOOR PANEL COMPLETE', 'WINDOW MOTOR')",13
"('WHEEL ALUMINUM', 'MISC.')",13
"('A/C CONDENSER', 'TRIM/ FLARES')",13
"('LIFT SUPPORT', 'TRIM/ FLARES')",13
"('HUB CAP/WHEEL COVER', 'TRIM/ FLARES')",13
"('HUB CAP/WHEEL COVER', 'MOLDING ANY')",13
"('WINDOW REGULATOR', 'A/C COMPRESSOR')",13
"('STRUT AND SPRING', 'BUMPER REINFORCEMENT')",13
"('DOOR PANEL COMPLETE', 'HEADLAMP COMPOSITE')",13
"('WASHER BOTTLE', 'FAN SHROUD')",13
"('GATE FEE', 'GRILL ANY')",13
"('WASHER BOTTLE', 'HORN')",13
"('A/C COMPRESSOR', 'HUB BEARING')",13
"('MOLDING ANY', 'HUB BEARING')",13
"('TIRE 13-16', 'KNUCKLE/ SPINDLE')",13
"('MOLDING EXTERIOR(19 PER INCH)', 'SEAT BELT PRETENSIONER')",13
"('DOOR PANEL COMPLETE', 'FENDER CAR')",13
"('MOUNT ENGINE TRANSMISSION', 'HEADLAMP COMPOSITE')",13
"('HINGE', 'HEADLAMP COMPOSITE')",13
"('GEAR BOX', 'PITMAN ARM')",13
"('MOLDING ANY', 'CONSOLE LID')",13
"('DOOR HANDLE OUTSIDE', 'AC CONTROL (ELEC.)')",13
"('DOOR HANDLE OUTSIDE', 'A/C COMPRESSOR')",13
"('A/C CONDENSER', 'POWER MIRROR -DOOR')",13
"('BUMPER  STEEL', 'SPOILER')",13
"('JACK ANY', 'MOLDING EXTERIOR(19 PER INCH)')",13
"('CONSOLE (ANY)', 'DASH (BARE)')",13
"('BUMPER  STEEL', 'VENT (INTERIOR)')",13
"('SHOCK', 'KNUCKLE/ SPINDLE')",13
"('POWER MIRROR -DOOR', 'HUB CAP/WHEEL COVER')",13
"('BUMPER  STEEL', 'TRUCK BED BARE')",13
"('BUMPER  STEEL', 'CONSOLE LID')",13
"('JACK ANY', 'HEADLAMP COMPOSITE')",13
"('AIR FILTER', 'RADIATOR')",13
"('DASH PAD', 'INSTRUMENT CLUSTER BEZEL')",13
"('HOSE(.15 PER INCH)', 'POWER MIRROR -DOOR')",13
"('HOSE(.15 PER INCH)', 'DOOR HANDLE OUTSIDE')",13
"('TRIM/ FLARES', 'WEATHER STRIPPING (.79 PER FT.)')",13
"('LIFT SUPPORT', 'HEADLAMP COMPOSITE')",13
"('CONSOLE (ANY)', 'SUN VISOR')",13
"('SUN VISOR', 'VENT (INTERIOR)')",13
"('INNER FENDER', 'SUN VISOR')",13
"('CONSOLE (ANY)', 'TRIM/ FLARES')",13
"('BUMPER  STEEL', 'BUMPER END CAP')",13
"('WINDOW REGULATOR', 'STARTER')",13
"('WINDOW REGULATOR', 'SWITCH COMBO')",13
"('STEERING WHEEL COVER', 'MISC.')",13
"('RADIO', 'FENDER CAR')",13
"('DOOR CAR', 'BUMPER PLASTIC')",13
"('HEADLAMP COMPOSITE', 'A/C SUITCASE HOUSING')",13
"('HOOD', 'AIR CLEANER HOUSING')",13
"('TRIM/ FLARES', 'SUN VISOR')",13
"('SPARK PLUG/WIRE', 'DISTRIBUTOR CAP/NO MODULE')",13
"('HOSE(.15 PER INCH)', 'WASHER BOTTLE')",13
"('POWER STEERING PUMP', 'AIR BREATHER TUBE')",13
"('SHOCK', 'HEADLAMP COMPOSITE')",13
"('INTAKE MANIFOLD PLASTIC', 'FUEL INJECTION RAIL')",13
"('BUMPER  STEEL', 'WINDOW MOTOR')",13
"('SEAT BELT (EACH)', 'MOLDING ANY')",13
